name,author,publisher,publication_year,pages_count,ISBN,book_type,explanation,book_img
Çıplak Ceset - Özel Baskı,Celil Oker,Altın Kitaplar,2021,144,9789752126381,Polisiye,"Eski kaptan pilot, nevzuhur özel dedektif Remzi Ünal ilk macerasıylakarşınızda...Boğaziçi Üniversitesi’nde okuyan ve kayıplara karışan yeğenini bulması için birkumaş tüccarı tarafından tutulan Dedektif Remzi Ünal tarafında işler daha enbaşından sarpa sarmıştır. Bir işi aldıktan sonra pişman olmak belki onunkarakterine pek uygun değildir ama içten içe karanlık bir alışverişte piyonolarak kullanıldığını düşünmektedir. Zaten ne tüccar tüccara benzemektedir nede yeğen Boğaziçili bir öğrenciye. Ancak ne olursa olsun onun adı RemziÜnal’dır ve aldığı her işi muhakkak bitireceğinden kimsenin şüphesi yoktur.Karşısında şimdi uyuşturucu baronları vardır, fuhuş sektörünün en rezilaracıları ve hatta porno dünyasının en dejenere yapımcıları... Fakat o gerçeğeulaşmanın tek yolunun hiçbir şeyden korkmamak olduğunu kendine şiaredinmiştir. Ve bir gece, yıldızların bile dünyaya küstüğü zifiri bir gece, bir ölümkalım savaşı başlar, galibinin ise elde edebileceği tek şey çıplak “gerçek”tir.Polisiye edebiyatın en büyük isimlerinden Celil Oker, Dedektif Remzi Ünalkarakteriyle ilk kez tanıştığımız Çıplak Ceset’te dehasını bir kez daha gözlerönüne seriyor.(Tanıtım Bülteninden)Eski kaptan pilot, nevzuhur özel dedektif Remzi Ünal ilk macerasıylakarşınızda...Boğaziçi Üniversitesi’nde okuyan ve kayıplara karışan yeğenini bulması için birkumaş tüccarı tarafından tutulan Dedektif Remzi Ünal tarafında işler daha enbaşından sarpa sarmıştır. Bir işi aldıktan sonra pişman olmak belki onunkarakterine pek uygun değildir ama içten içe karanlık bir alışverişte piyonolarak kullanıldığını düşünmektedir. Zaten ne tüccar tüccara benzemektedir nede yeğen Boğaziçili bir öğrenciye. Ancak ne olursa olsun onun adı RemziÜnal’dır ve aldığı her işi muhakkak bitireceğinden kimsenin şüphesi yoktur.Karşısında şimdi uyuşturucu baronları vardır, fuhuş sektörünün en rezilaracıları ve hatta porno dünyasının en dejenere yapımcıları... Fakat o gerçeğeulaşmanın tek yolunun hiçbir şeyden korkmamak olduğunu kendine şiaredinmiştir. Ve bir gece, yıldızların bile dünyaya küstüğü zifiri bir gece, bir ölümkalım savaşı başlar, galibinin ise elde edebileceği tek şey çıplak “gerçek”tir.Polisiye edebiyatın en büyük isimlerinden Celil Oker, Dedektif Remzi Ünalkarakteriyle ilk kez tanıştığımız Çıplak Ceset’te dehasını bir kez daha gözlerönüne seriyor.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001947775001-1.jpg
Ateş Etme İstanbul,Celil Oker,Altın Kitaplar,2013,,9789752116900,Polisiye,"Bu şehir hepimize kaç kere ateş etti...Uzun süredir herhangi bir vaka almadığı için artık paslanmakta olduğunu düşünen Dedektif Remzi Ünal'ın kapısı nihayet çalındığında, karşısında onun bütün ""şartlarını"" koşulsuz olarak kabul eden bir müşteri adayı vardır. Bu kişi, kayıp hemşire sevgilisini arayan genç doktor Kemal Arsan'dır. Bir hafta önce sırra kadem basan hemşire Begüm Kalyon ne telefonlara cevap vermektedir ne de onu bir gören olmuştur. Evinde ise in cin top oynamaktadır.Araştırmalarına kayıp hemşirenin yakın çevresini sorgulayarak başlayan Remzi Ünal, onun bir şeylerden çok korktuğuna kanaat getirir ve samimi arkadaşlarından birinin evinde saklandığından şüphelenerek oraya gider. Karşısında sıradan bir kayıp vakasını planlı bir cinayet davasına dönüştüren alışılmadık bir manzara vardır: Kalbinden tek kurşunla vurularak öldürülmüş genç bir adamın cesedi. Gördüğü bu manzaradan daha da şaşırtıcı olan şey ise maktulün kimliğidir...Polisiye edebiyatın usta kalemi Celil Oker, Ateş Etme İstanbul romanıyla okurları insan zekâsının sınırlarının test edildiği, sürprizlerle dolu bir maceraya sürüklerken, gerilim ile ince mizahın dâhice harmanlandığı mükemmel bir kurguyla meraklılarının elinden bırakamayacağı bir polisiye serüvene imza atarak gönülleri fethediyor.İnce Kapak: Sayfa Sayısı: 456Baskı Yılı: 2013e-Kitap: Sayfa Sayısı: 313Baskı Yılı: 2013Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000448644-1.jpg
Beyaz Eldiven Sarı Zarf - Özel Baskı,Celil Oker,Altın Kitaplar,2021,144,9789752126442,Polisiye,"Bir solukta okuyacağınız, birbirinden ilginç zekâ ve akıl oyunlarınınzihninizi felce uğratacağı yeni bir Celil Oker fenomeni...Celil Oker, o hep alışageldiğimiz üslubuna kimi zaman gerilimi kimizaman da mizahı ekleyerek yazdığı bu polisiye öykülerinde okuyucuyu,çok yakından tanıdığımız kahramanı Dedektif Remzi Ünal karakteriyleyepyeni serüvenlere davet ediyor. Zekice kurgulanmış öykülerinde,bazen sıradan insanların bile karmaşık gibi görünen profesyonelceişlenmiş cinayetleri çözümlemekte ne kadar yetenekli olabileceklerinigözler önüne sererken, bizleri bilinçaltımızın en ücra köşelerine kadarinen “derin” ve “karanlık” bir yolculuğa çıkarıyor.Eğer polisiye türünden hoşlanıyor ve “insan” denilen muammayı dahada yakından tanımakla ilgileniyorsanız bu kitabı elinizdenbırakamayacaksınız.(Tanıtım Bülteninden)Bir solukta okuyacağınız, birbirinden ilginç zekâ ve akıl oyunlarınınzihninizi felce uğratacağı yeni bir Celil Oker fenomeni...Celil Oker, o hep alışageldiğimiz üslubuna kimi zaman gerilimi kimizaman da mizahı ekleyerek yazdığı bu polisiye öykülerinde okuyucuyu,çok yakından tanıdığımız kahramanı Dedektif Remzi Ünal karakteriyleyepyeni serüvenlere davet ediyor. Zekice kurgulanmış öykülerinde,bazen sıradan insanların bile karmaşık gibi görünen profesyonelceişlenmiş cinayetleri çözümlemekte ne kadar yetenekli olabileceklerinigözler önüne sererken, bizleri bilinçaltımızın en ücra köşelerine kadarinen “derin” ve “karanlık” bir yolculuğa çıkarıyor.Eğer polisiye türünden hoşlanıyor ve “insan” denilen muammayı dahada yakından tanımakla ilgileniyorsanız bu kitabı elinizdenbırakamayacaksınız.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001947772001-1.jpg
Bir Ses Böler Geceyi,Ahmet Ümit,Yapı Kredi Yayınları,2019,,9789750846311,Polisiye,"Korku, gerilim, öfke, endişe ve kutuplaşmanın bir arada olduğu, toplumsal kalıplara ve tabulara ayna tutan aksiyon dolu bir hikâyenin peşine düşmek ister misiniz? O hâlde Türk yazar ve şair Ahmet Ümit'in toplumsal ve siyasal ögeler taşıyan Bir Ses Böler Geceyi adlı romanıyla tanışmaya hazır olun. Geçmiş ve şimdi arasında mekik dokuyan ve taşıdığı gizemi son sayfalarına kadar hissettiren roman, her yaştan okuyucuya hitap ediyor. Gelin, yazarın sade ve samimi bir anlatımla kaleme aldığı bu romandan kısaca bahsedelim.""Bir Ses Böler Geceyi"" adlı kitabı neden okumalısınız?Genç bir akademisyen olan Süha, 12 Eylül döneminde hapis yattıktan sonra hayata yeniden başlamak için bir adım atmaya çalışıyor. Akademik bir araştırma üzerinde çalışırken yaptığı araba kazası ile yolu bir Alevi köyüne düşen Süha, hayatında yeni bir dönüm noktası ile karşılaşıyor. Ahmet Ümit; Alevi bir çocuk olan İsmail'in hikâyesinin peşine düşen Süha ile okuyucuyu başı ve sonu belli olmayan bir yolculuğa çıkarıyor. Diğer yandan ise Süha'nın geçmişine tanıklık ediliyor. Romanın her bir satırında okuyucuya; mistik bir havada ustalıkla işlenen toplumsal konular gerilim dolu bir gizem ile eşlik ediyor. Yazarın, satır aralarında eriterek Alevi inancının gizemli yanlarına dair bilgiler verdiği 152 sayfalık romanını elinizden bırakmak istemeyeceksiniz.Bunları biliyor muydunuz?Şiir ve öykü kitapları da bulunan Ahmet Ümit'in yayımlanan ilk roman çalışmasının Bir Ses Böler Geceyi adlı eseri olduğunu biliyor muydunuz? Yazarın daha çok polisiye türünde olan eserlerinin ilk örneklerinden olan roman; toplumsal kutuplaşmalara, ön yargılara, siyasal çatışmalara değinerek ilerler. Bir kaza ile başlayan gizemin ne kadar uç noktalara uzanabileceğine eşlik etmeyi sağlayan Ahmet Ümit, her zaman olduğu gibi sürpriz bir son ile okuyucuyu şaşırtmayı başarır. Bir Ses Böler Geceyi adlı roman ilk olarak 1994 yılında yayımlanır. Yapı Kredi Yayınları ile 2019 yılında yeniden okuyucuyla buluşur. Editörlüğünü Kerem Oğuz Evrandır'ın yaptığı eserin düzeltisi Devrim Çakır tarafından yapılır. Kapak tasarımı Davut Yücel'e ait olan romanın grafik uygulamasını Akgül Yıldız yapar. Roman, 2012 yılında yönetmen Ersan Arsever tarafından ""Bir Ses Böler Geceyi"" (IMDb: 4.7/10) adıyla beyaz perdeye uyarlanır.Bu kitabı sevenler için diğer önerilerimizPolisiye türünde eserleriyle tanınan Ahmet Ümit'in Bir Ses Böler Geceyi adlı romanını okuduktan sonra dilerseniz, yine aksiyon dolu hikâyeleriyle polisiye türünde kaleme aldığı Kukla, Patasana ve Şeytan Ayrıntıda Gizlidir adlı romanlarına göz atabilirsiniz.Korku, gerilim, öfke, endişe ve kutuplaşmanın bir arada olduğu, toplumsal kalıplara ve tabulara ayna tutan aksiyon dolu bir hikâyenin peşine düşmek ister misiniz? O hâlde Türk yazar ve şair Ahmet Ümit'in toplumsal ve siyasal ögeler taşıyan Bir Ses Böler Geceyi adlı romanıyla tanışmaya hazır olun. Geçmiş ve şimdi arasında mekik dokuyan ve taşıdığı gizemi son sayfalarına kadar hissettiren roman, her yaştan okuyucuya hitap ediyor. Gelin, yazarın sade ve samimi bir anlatımla kaleme aldığı bu romandan kısaca bahsedelim.""Bir Ses Böler Geceyi"" adlı kitabı neden okumalısınız?Genç bir akademisyen olan Süha, 12 Eylül döneminde hapis yattıktan sonra hayata yeniden başlamak için bir adım atmaya çalışıyor. Akademik bir araştırma üzerinde çalışırken yaptığı araba kazası ile yolu bir Alevi köyüne düşen Süha, hayatında yeni bir dönüm noktası ile karşılaşıyor. Ahmet Ümit; Alevi bir çocuk olan İsmail'in hikâyesinin peşine düşen Süha ile okuyucuyu başı ve sonu belli olmayan bir yolculuğa çıkarıyor. Diğer yandan ise Süha'nın geçmişine tanıklık ediliyor. Romanın her bir satırında okuyucuya; mistik bir havada ustalıkla işlenen toplumsal konular gerilim dolu bir gizem ile eşlik ediyor. Yazarın, satır aralarında eriterek Alevi inancının gizemli yanlarına dair bilgiler verdiği 152 sayfalık romanını elinizden bırakmak istemeyeceksiniz.Bunları biliyor muydunuz?Şiir ve öykü kitapları da bulunan Ahmet Ümit'in yayımlanan ilk roman çalışmasının Bir Ses Böler Geceyi adlı eseri olduğunu biliyor muydunuz? Yazarın daha çok polisiye türünde olan eserlerinin ilk örneklerinden olan roman; toplumsal kutuplaşmalara, ön yargılara, siyasal çatışmalara değinerek ilerler. Bir kaza ile başlayan gizemin ne kadar uç noktalara uzanabileceğine eşlik etmeyi sağlayan Ahmet Ümit, her zaman olduğu gibi sürpriz bir son ile okuyucuyu şaşırtmayı başarır. Bir Ses Böler Geceyi adlı roman ilk olarak 1994 yılında yayımlanır. Yapı Kredi Yayınları ile 2019 yılında yeniden okuyucuyla buluşur. Editörlüğünü Kerem Oğuz Evrandır'ın yaptığı eserin düzeltisi Devrim Çakır tarafından yapılır. Kapak tasarımı Davut Yücel'e ait olan romanın grafik uygulamasını Akgül Yıldız yapar. Roman, 2012 yılında yönetmen Ersan Arsever tarafından ""Bir Ses Böler Geceyi"" (IMDb: 4.7/10) adıyla beyaz perdeye uyarlanır.Bu kitabı sevenler için diğer önerilerimizPolisiye türünde eserleriyle tanınan Ahmet Ümit'in Bir Ses Böler Geceyi adlı romanını okuduktan sonra dilerseniz, yine aksiyon dolu hikâyeleriyle polisiye türünde kaleme aldığı Kukla, Patasana ve Şeytan Ayrıntıda Gizlidir adlı romanlarına göz atabilirsiniz.",https://i.idefix.com/cache/150x242-0/originals/0001853623001-1.jpg
Bücürü Ayarla,Elmore Leonard,Yapı Kredi Yayınları,2019,,9789750844799,Polisiye,"Suç romanlarının büyük ustası Elmore Leonard’dan, sinema dünyasında geçen, sürprizlerle dolu bir macera.Tefeciler için çalışan Chili Palmer, Miami’den ve borcunu ödemeyip ortadan kaybolan talihsizlerin peşinde koşmaktan bıkmıştır. İşi gereği yolu Hollywood’a düşünce, burada kalıp başından geçen hikâyeleri sinema dünyasında değerlendirmeye karar verir. Chili’nin kaderi, ikinci sınıf filmlerin ünlü yapımcısı Harry Zimm’le ve yıldızı sönmüş eski oyuncu Karen Flores’le kesişecektir. Ancak Hollywood’da işler göründüğünden daha zordur ve sorun, ikna edilmesi gereken şımarık sinema yıldızlarından ibaret değildir...Kara para aklayan sözde yapımcılar, ulaşılması imkânsız film yıldızları, eski dublörler, menajerler, kumarbazlar, tefeciler ve katiller: Hepsinin yolu, suç romanlarının efsanevi yazarı Elmore Leonard’ın çılgın Hollywood’unda kesişiyor.“Sıkı, eşsiz bir anlatım ve yalnızca Elmore Leonard’ın kafasından çıkabilecek karakterler.”- Detroit News“Muhteşem... Şaşkınlık verici... Leonard, Hollywood’u çok iyi tanıyor.”- New York Times“Bir anlatı ustası... Leonard, Amerikan yeraltı dünyasının samimi, ayrıntılı, komik, korkutucu ve karşı konması imkânsız bir resmini sunuyor.”- New Yorker“Zekice, eğlenceli... Henüz Leonard romanlarına düşkün değilseniz başlamak için iyi bir seçim.”- Boston Globe(Tanıtım Bülteninden)Suç romanlarının büyük ustası Elmore Leonard’dan, sinema dünyasında geçen, sürprizlerle dolu bir macera.Tefeciler için çalışan Chili Palmer, Miami’den ve borcunu ödemeyip ortadan kaybolan talihsizlerin peşinde koşmaktan bıkmıştır. İşi gereği yolu Hollywood’a düşünce, burada kalıp başından geçen hikâyeleri sinema dünyasında değerlendirmeye karar verir. Chili’nin kaderi, ikinci sınıf filmlerin ünlü yapımcısı Harry Zimm’le ve yıldızı sönmüş eski oyuncu Karen Flores’le kesişecektir. Ancak Hollywood’da işler göründüğünden daha zordur ve sorun, ikna edilmesi gereken şımarık sinema yıldızlarından ibaret değildir...Kara para aklayan sözde yapımcılar, ulaşılması imkânsız film yıldızları, eski dublörler, menajerler, kumarbazlar, tefeciler ve katiller: Hepsinin yolu, suç romanlarının efsanevi yazarı Elmore Leonard’ın çılgın Hollywood’unda kesişiyor.“Sıkı, eşsiz bir anlatım ve yalnızca Elmore Leonard’ın kafasından çıkabilecek karakterler.”- Detroit News“Muhteşem... Şaşkınlık verici... Leonard, Hollywood’u çok iyi tanıyor.”- New York Times“Bir anlatı ustası... Leonard, Amerikan yeraltı dünyasının samimi, ayrıntılı, komik, korkutucu ve karşı konması imkânsız bir resmini sunuyor.”- New Yorker“Zekice, eğlenceli... Henüz Leonard romanlarına düşkün değilseniz başlamak için iyi bir seçim.”- Boston Globe(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001811767001-1.jpg
Baskerville'lerin Köpeği - Sherlock Holmes -,Sir Arthur Conan Doyle,İthaki Yayınları,2017,,9786053753957,Polisiye,"“Büyük edebiyat eserleri hayatımıza bir şey katar. Doyle da Sherlock Holmes eserleriyle bunu gerçekleştirdi.” –Anthony BurgesEn önemli polisiye eserlerden biri olmasının yanında gotik esintiler de taşıyan Baskerville’lerin Köpeği, Sherlock Holmes külliyatının en dehşet dolu eseri. Doyle araştırmalarınca da yazarın en iyi romanı olarak gösterilen eser, gerçek bir dünya klasiği.“Watson, giderek kendini aşıyorsun,” dedi Holmes. Sandalyesini geriye itip bir sigara yaktı. “Şimdiye kadarki tüm işlerimizde çok iyiydin ama benim küçük başarılarımı takdir ederken kendi yeteneklerini azımsadığını söylemeliyim. Parlayan sen değilsin belki ama sen ışığı iletiyorsun. Kimi insanlar dâhi olmasalar da dehayı ortaya çıkarmak konusunda müthiş bir güce sahiptirler. İtiraf etmeliyim ki sevgili dostum, sana çok şey borçluyum.”Grez Buzwell’in sonsözüyle.(Tanıtım Bülteninden)“Büyük edebiyat eserleri hayatımıza bir şey katar. Doyle da Sherlock Holmes eserleriyle bunu gerçekleştirdi.” –Anthony BurgesEn önemli polisiye eserlerden biri olmasının yanında gotik esintiler de taşıyan Baskerville’lerin Köpeği, Sherlock Holmes külliyatının en dehşet dolu eseri. Doyle araştırmalarınca da yazarın en iyi romanı olarak gösterilen eser, gerçek bir dünya klasiği.“Watson, giderek kendini aşıyorsun,” dedi Holmes. Sandalyesini geriye itip bir sigara yaktı. “Şimdiye kadarki tüm işlerimizde çok iyiydin ama benim küçük başarılarımı takdir ederken kendi yeteneklerini azımsadığını söylemeliyim. Parlayan sen değilsin belki ama sen ışığı iletiyorsun. Kimi insanlar dâhi olmasalar da dehayı ortaya çıkarmak konusunda müthiş bir güce sahiptirler. İtiraf etmeliyim ki sevgili dostum, sana çok şey borçluyum.”Grez Buzwell’in sonsözüyle.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0000000603402-1.jpg
Margaret Thatcher Suikasti,Hilary Mantel,Alfa Yayıncılık,2016,,9786051712819,Polisiye,"Booker ödülüne iki kez layık görülen tek kadın yazar Hilary Mantel'den on öykü. Mantel, ruhunuzun en karanlık köşelerinde adını bile koyamadığınız duyguları, küçük korkularınızı anlatıyor. Suudi Arabistan'daki kasvetli bir apartman dairesinden çocukluğun zalimliğine, karanlık bir kış tatilinden izbe bir otelde konaklayan bir yazara ve Margaret Thatcher'ı öldürmek için kapınızı çalan suikastçıya Mantel'in sıradışı öyküleriyle gerçekle rüya arasındaki sınırın bulanıklaştığı; tanıdık ama bir o kadar yabancı dünyada unutulmaz bir yolculuğa hazırlanın.    ""Onda gözyaşı diye bir şey yok, diye düşündüm. Otobüs durağında yağmurda bekleyen anne için de, denizde yanan bahriyeli için de yok. Geceleri dört saat uyuyor. Viski buharından ve kurbanının kanındaki demirden besleniyor."" ""Zalim, komik, hatta alaycı.""-Los Angeles Times-""Mantel'in dili sinemaya özgü bir incelik taşıyor. Elinizde olmadan kapılıp gidiyorsunuz."" -The Chicago Tribune-""Mantel bir medyum gibi bizi başka bir âleme götürüyor.""-New York Times Book Review-(Tanıtım Bülteninden)Sayfa Sayısı: 168Baskı Yılı: 2016Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000693263-1.jpg
Kara Manhattan,Lawrence Block,Everest Yayınları,2011,,9789752898134,Polisiye,"""Şehir.Ona böyle diyoruz. Dünyanın geri kalanı Elma ya da daha resmi bir dille Büyük Elma diyor. Buna karşı çıkmamakla birlikte, bu lafı pek sık kullanmıyoruz. Şehir deyip geçiyoruz.Resmi olarak New York Şehri beş ilçeden oluşur ama Şehir derken Manhattan kastedilir. Brooklyn'de ya da Bronx'ta, Queens'te ya da Staten Island'da outran biri, 'Bugün şehre gidiyorum,' dediğinde herkes ne demek istediğini anlar. Hiç kimse hangi şehir olduğunu sormaz ya da zaten şehirde olduğunu hatırlatmaz çünkü şehirde değildir. Dış ilçelerden birindedir. Şehir Manhattan'dır.""Lawrence BlockKara İstanbul'da başlayan Noir macerası ""Uyumayan Şehir"" New York'ta devam ediyor. Jeffery Deaver, Lawrence Block, C.J. Sullivan, Xu Xi ve diğerlerinden daha önce hiç yayımlanmamış öykülerle Manhattan'ın kara sokaklarında kaybolmaya hazır olun…Sayfa Sayısı: 280Baskı Yılı: 2011Dili: TürkçeYayınevi: Everest Yayınları                            ",https://i.idefix.com/cache/150x242-0/originals/0000000353795-1.jpg
Boşanırken,Elif Kask,Alfa Yayıncılık,2015,,9786051710624,Polisiye,"Adaletten ve vicdandan yoksun kanun ve kurallara karşı işlenen suç, suçlu değil kahraman yaratır.Boşanırken gerçek olaylardan kurgulanarak yazılmış bir gerilim romanı. Adalet sisteminin sorgulandığı romanda, birbiri ardına işlenen cinayetler, aşk ve gerilim kol kola...  Nefesinizi tutarak okuyacağınız romanda tempo hiç düşmüyor.Manhattan Adası dünyayı yöneten güçlü ve zengin beyaz adamların yaşadığı yerdir. Bu küçük adada yaşayan ve dünyayı yöneten beyaz adamlara karşı olmak Amerikan Başkanı'nın bile haddi değildir. Hâkim Merle de sırtını onlara dayamıştır. Eşinden boşanmak için adalet mücadelesi veren Naz, hayatları bu yasa tanımayan hâkim tarafından uçuruma sürüklenmiş 400 kadını çevresinde toplayarak mücadeleye etmeye karar verir. Sonrasında Hâkim Merle, ona destek olan senato üyesi, kadınların hayatlarını karartan, onlara ve çocuklarına en büyük kötülüğü yapan statü sahibi eşleri sırasıyla gizemli cinayetlere kurban gitmeye başlar. Derken olayı çözmekle yükümlü dedektifimiz ve merhametli bir mafya lideri çıkar sahneye. Bu iki gizemli adam, her şeye sahip olan Naz'ın kalbinin kara sularına girebilmek için sınırı kana boyamayı göze almışlardır. Cinayetleri Adalet Tanrıçası üstlenmiştir fakat o tanrıça kimin içindedir?(Tanıtım Bülteninden)Sayfa Sayısı: 248Baskı Yılı: 2015Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000647458-1.jpg
Kaçak,Georges Simenon,Everest Yayınları,2017,,9786051852058,Polisiye,"Türk edebiyatının ustalarının çevirdiği Simenon romanlarından oluşan dizinin onuncu kitabı, yazarın 1936’da L’évadé adıyla kaleme aldığı, 1959’da Tahsin Yücel’in Türkçeleştirdiği Kaçak.Romanda, Fransa’nın La Rochelle kentinde sıradan bir yaşam süren, evli, iki çocuk babası Almanca öğretmeni Jean-Paul Guillaume’un öyküsü anlatılır. Yıllardır aynı sokaklardan işine gidip gelen bu öğretmenin, aslında kanun kaçağı bir kürek mahkûmu olduğunu karısı bile bilmemektedir. Günün birinde Guillaume ve çevresindekilerin hayatı birdenbire değişiverir: büyük tesadüfler, kahramanımızı geçmişiyle yüz yüze getirecek ve kendisiyle hesaplaşmasına neden olacaktır.Ustaların Türkçesiyle dizisinde yer alan Katil’i de Türkçeye kazandıran Tahsin Yücel, yazara duyduğu hayranlığı, “Simenon’un uzun çözümlemelere, uzun ve dolambaçlı tümcelere gereksinimi yoktur; tam tersine, okuru sıkmaktan korkarmış ya da acelesi varmış gibi, kısa tümcelerle, bir çırpıda söyleyiverir söyleyeceğini. Ama, neredeyse her tümcesi, küçük olduğu kadar da çarpıcı bir ayrıntıyla karşı karşıya getirir bizi,” sözleriyle ifade eder. Kaçak usta edebiyatçının kendine yakın buluğu bu yaklaşımı da yansıtmaktadır.(Tanıtım Bülteninden)Türk edebiyatının ustalarının çevirdiği Simenon romanlarından oluşan dizinin onuncu kitabı, yazarın 1936’da L’évadé adıyla kaleme aldığı, 1959’da Tahsin Yücel’in Türkçeleştirdiği Kaçak.Romanda, Fransa’nın La Rochelle kentinde sıradan bir yaşam süren, evli, iki çocuk babası Almanca öğretmeni Jean-Paul Guillaume’un öyküsü anlatılır. Yıllardır aynı sokaklardan işine gidip gelen bu öğretmenin, aslında kanun kaçağı bir kürek mahkûmu olduğunu karısı bile bilmemektedir. Günün birinde Guillaume ve çevresindekilerin hayatı birdenbire değişiverir: büyük tesadüfler, kahramanımızı geçmişiyle yüz yüze getirecek ve kendisiyle hesaplaşmasına neden olacaktır.Ustaların Türkçesiyle dizisinde yer alan Katil’i de Türkçeye kazandıran Tahsin Yücel, yazara duyduğu hayranlığı, “Simenon’un uzun çözümlemelere, uzun ve dolambaçlı tümcelere gereksinimi yoktur; tam tersine, okuru sıkmaktan korkarmış ya da acelesi varmış gibi, kısa tümcelerle, bir çırpıda söyleyiverir söyleyeceğini. Ama, neredeyse her tümcesi, küçük olduğu kadar da çarpıcı bir ayrıntıyla karşı karşıya getirir bizi,” sözleriyle ifade eder. Kaçak usta edebiyatçının kendine yakın buluğu bu yaklaşımı da yansıtmaktadır.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001729735001-1.jpg
Arsen Lüpen - Kibar Hırsız,Maurice Leblanc,İthaki Yayınları,2021,200,9786257650366,Polisiye,"""Bazen neden herkesin hırsızlık gibi rahat bir mesleği seçmediğini soruyorum kendi kendime. Biraz beceriniz varsa, dikkatli de olursanız, en hoş mesleklerden biri. Bir aile babası işi… Öylesine rahat ki… Neredeyse sıkıcı.""Onu her zaman aynı yüzle, aynı kılık kıyafet içinde göremezsiniz. İçine girdiği ortamlarda her zaman dolambaçlı bir oyun var. Terk ettiği yerlerde ya bir şeyler eksik kalıyor ya da gizlenen gerçekler açığa çıkıyor. Bir kontrol edin isterseniz, cebinizdeki saat hâlâ yerinde mi? Onu yakaladığınızı sanabilirsiniz ama dikkatli olun, belki de kendisi yakalanmak istemiştir. Birçok ismi var ama en bilinenini duymuşsunuzdur herhalde. Karşınızda, kibar hırsız, Arsen Lüpen!Maurice Leblanc'ın kaleme aldığı, yaratılışının üstünden yüz yılı aşkın zaman geçmesine rağmen hâlâ ilgiyle okunan, hem tiyatro oyunu, hem dizi hem de sinemafilmiolarak birçok defa uyarlanan, ilk öyküsü 1905 yılında yayımlanan bu muzip karakterin dokuz öyküsünün bulunduğuArsen Lüpen, Kibar Hırsız'da hapishane kaçışları da var, değerli bir gerdanlık da, denizaltı planları da, siyah bir inci de. Hatta Herlock Sholmès adında, ünlü bir İngiliz dedektifle bile karşılaşabilirsiniz burada. Tabii geç kalmazsa.(Tanıtım Bülteninden)""Bazen neden herkesin hırsızlık gibi rahat bir mesleği seçmediğini soruyorum kendi kendime. Biraz beceriniz varsa, dikkatli de olursanız, en hoş mesleklerden biri. Bir aile babası işi… Öylesine rahat ki… Neredeyse sıkıcı.""Onu her zaman aynı yüzle, aynı kılık kıyafet içinde göremezsiniz. İçine girdiği ortamlarda her zaman dolambaçlı bir oyun var. Terk ettiği yerlerde ya bir şeyler eksik kalıyor ya da gizlenen gerçekler açığa çıkıyor. Bir kontrol edin isterseniz, cebinizdeki saat hâlâ yerinde mi? Onu yakaladığınızı sanabilirsiniz ama dikkatli olun, belki de kendisi yakalanmak istemiştir. Birçok ismi var ama en bilinenini duymuşsunuzdur herhalde. Karşınızda, kibar hırsız, Arsen Lüpen!Maurice Leblanc'ın kaleme aldığı, yaratılışının üstünden yüz yılı aşkın zaman geçmesine rağmen hâlâ ilgiyle okunan, hem tiyatro oyunu, hem dizi hem de sinemafilmiolarak birçok defa uyarlanan, ilk öyküsü 1905 yılında yayımlanan bu muzip karakterin dokuz öyküsünün bulunduğuArsen Lüpen, Kibar Hırsız'da hapishane kaçışları da var, değerli bir gerdanlık da, denizaltı planları da, siyah bir inci de. Hatta Herlock Sholmès adında, ünlü bir İngiliz dedektifle bile karşılaşabilirsiniz burada. Tabii geç kalmazsa.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001910860001-1.jpg
